Temp,m27.0,m28.0,m44.0
176.8481,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8945,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8788,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.7941,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.7974,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8505,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9009,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9665,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9055,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8099,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8533,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9335,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.881,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8105,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8207,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.7429,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.7739,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8874,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8942,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8326,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8189,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8509,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8443,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9281,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9268,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8664,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.914,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.883,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9234,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8343,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8869,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8666,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8004,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.889,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.0114,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8458,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9231,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9848,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.0193,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.032,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9611,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8494,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9185,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8734,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9646,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9394,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8496,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9133,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.7969,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.792,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.7845,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8007,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9141,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8142,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.7997,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.7839,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8388,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9101,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.0272,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.0201,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.969,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.0026,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9059,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8848,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8855,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9602,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.023,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9497,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8147,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8542,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9009,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9337,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8691,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9353,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9734,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9555,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8202,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.9251,-134145.93321767534,-915497.1319075524,-1706818.0135798734
176.8746,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.0054,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.0023,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.0163,-134145.93321767534,-915497.1319075524,-1706818.0135798734
177.1247,-134145.93321767508,-915497.1319075505,-1706818.0135798706
177.248,-134145.93321767508,-915497.1319075505,-1706818.0135798706
177.2921,-134145.93321767508,-915497.1319075505,-1706818.0135798706
177.5623,-134145.93321767508,-915497.1319075505,-1706818.0135798706
177.7207,-134145.93321767502,-915497.1319075499,-1706818.0135798703
177.9972,-134145.93321767502,-915497.1319075499,-1706818.0135798703
178.29,-134145.93321767496,-915497.1319075496,-1706818.0135798694
178.6543,-134145.933217675,-915497.1319075499,-1706818.0135798703
179.0592,-134145.93321767487,-915497.1319075496,-1706818.0135798694
179.3064,-134145.93321767487,-915497.1319075496,-1706818.0135798694
179.7101,-134145.93321767496,-915497.1319075496,-1706818.0135798694
180.1774,-134145.93321767493,-915497.1319075495,-1706818.0135798694
180.5681,-134145.93321767493,-915497.1319075495,-1706818.0135798694
180.8962,-134145.93321767508,-915497.1319075509,-1706818.0135798706
181.384,-134145.933217675,-915497.1319075499,-1706818.0135798703
181.8506,-134145.93321767496,-915497.1319075497,-1706818.0135798699
182.297,-134145.93321767496,-915497.1319075497,-1706818.0135798699
182.8438,-134145.93321767487,-915497.131907549,-1706818.0135798687
183.2631,-134145.93321767496,-915497.1319075496,-1706818.0135798696
183.6243,-134145.9332176749,-915497.1319075492,-1706818.0135798687
184.0933,-134145.93321767487,-915497.131907549,-1706818.0135798687
184.5898,-134145.93321767487,-915497.1319075496,-1706818.0135798694
185.0357,-134145.93321767496,-915497.1319075498,-1706818.0135798699
185.4777,-134145.93321767496,-915497.1319075497,-1706818.0135798699
185.9069,-134145.93321767508,-915497.1319075506,-1706818.0135798708
186.4914,-134145.9332176749,-915497.1319075492,-1706818.0135798687
187.0203,-134145.93321767496,-915497.1319075498,-1706818.0135798699
187.6229,-134145.9332176749,-915497.1319075492,-1706818.0135798687
188.1595,-134145.93321767496,-915497.1319075497,-1706818.0135798699
188.6697,-134145.93321767496,-915497.1319075498,-1706818.0135798699
189.3571,-134145.93321767487,-915497.1319075492,-1706818.0135798687
