0,176.8481,31.0,Ethanol
1,176.8945,31.0,Ethanol
2,176.8788,31.0,Ethanol
3,176.7941,31.0,Ethanol
4,176.7974,31.0,Ethanol
5,176.8505,31.0,Ethanol
6,176.9009,31.0,Ethanol
7,176.9665,31.0,Ethanol
8,176.9055,31.0,Ethanol
9,176.8099,31.0,Ethanol
10,176.8533,31.0,Ethanol
11,176.9335,31.0,Ethanol
12,176.881,31.0,Ethanol
13,176.8105,31.0,Ethanol
14,176.8207,31.0,Ethanol
15,176.7429,31.0,Ethanol
16,176.7739,31.0,Ethanol
17,176.8874,31.0,Ethanol
18,176.8942,31.0,Ethanol
19,176.8326,31.0,Ethanol
20,176.8189,31.0,Ethanol
21,176.8509,31.0,Ethanol
22,176.8443,31.0,Ethanol
23,176.9281,31.0,Ethanol
24,176.9268,31.0,Ethanol
25,176.8664,31.0,Ethanol
26,176.914,31.0,Ethanol
27,176.883,31.0,Ethanol
28,176.9234,31.0,Ethanol
29,176.8343,31.0,Ethanol
30,176.8869,31.0,Ethanol
31,176.8666,31.0,Ethanol
32,176.8004,31.0,Ethanol
33,176.889,31.0,Ethanol
34,177.0114,31.0,Ethanol
35,176.8458,31.0,Ethanol
36,176.9231,31.0,Ethanol
37,176.9848,31.0,Ethanol
38,177.0193,31.0,Ethanol
39,177.032,31.0,Ethanol
40,176.9611,31.0,Ethanol
41,176.8494,31.0,Ethanol
42,176.9185,31.0,Ethanol
43,176.8734,31.0,Ethanol
44,176.9646,31.0,Ethanol
45,176.9394,31.0,Ethanol
46,176.8496,31.0,Ethanol
47,176.9133,31.0,Ethanol
48,176.7969,31.0,Ethanol
49,176.792,31.0,Ethanol
50,176.7845,31.0,Ethanol
51,176.8007,31.0,Ethanol
52,176.9141,31.0,Ethanol
53,176.8142,31.0,Ethanol
54,176.7997,31.0,Ethanol
55,176.7839,31.0,Ethanol
56,176.8388,31.0,Ethanol
57,176.9101,31.0,Ethanol
58,177.0272,31.0,Ethanol
59,177.0201,31.0,Ethanol
60,176.969,31.0,Ethanol
61,177.0026,31.0,Ethanol
62,176.9059,31.0,Ethanol
63,176.8848,31.0,Ethanol
64,176.8855,31.0,Ethanol
65,176.9602,31.0,Ethanol
66,177.023,31.0,Ethanol
67,176.9497,31.0,Ethanol
68,176.8147,31.0,Ethanol
69,176.8542,31.0,Ethanol
70,176.9009,31.0,Ethanol
71,176.9337,31.0,Ethanol
72,176.8691,31.0,Ethanol
73,176.9353,31.0,Ethanol
74,176.9734,31.0,Ethanol
75,176.9555,31.0,Ethanol
76,176.8202,31.0,Ethanol
77,176.9251,31.0,Ethanol
78,176.8746,31.0,Ethanol
79,177.0054,31.0,Ethanol
80,177.0023,31.0,Ethanol
81,177.0163,31.0,Ethanol
82,177.1247,31.0,Ethanol
83,177.248,31.0,Ethanol
84,177.2921,31.0,Ethanol
85,177.5623,31.0,Ethanol
86,177.7207,31.0,Ethanol
87,177.9972,31.0,Ethanol
88,178.29,31.0,Ethanol
89,178.6543,31.0,Ethanol
90,179.0592,31.0,Ethanol
91,179.3064,31.0,Ethanol
92,179.7101,31.0,Ethanol
93,180.1774,31.0,Ethanol
94,180.5681,31.0,Ethanol
95,180.8962,31.0,Ethanol
96,181.384,31.0,Ethanol
97,181.8506,31.0,Ethanol
98,182.297,31.0,Ethanol
99,182.8438,31.0,Ethanol
100,183.2631,31.0,Ethanol
101,183.6243,31.0,Ethanol
102,184.0933,31.0,Ethanol
103,184.5898,31.0,Ethanol
104,185.0357,31.0,Ethanol
105,185.4777,31.0,Ethanol
106,185.9069,31.0,Ethanol
107,186.4914,31.0,Ethanol
108,187.0203,31.0,Ethanol
109,187.6229,31.0,Ethanol
110,188.1595,31.0,Ethanol
111,188.6697,31.0,Ethanol
112,189.3571,31.0,Ethanol
113,189.9038,31.0,Ethanol
114,190.5653,31.0,Ethanol
115,191.2235,31.0,Ethanol
116,191.9041,31.0,Ethanol
117,192.46,31.0,Ethanol
118,193.0445,31.0,Ethanol
119,193.7611,31.0,Ethanol
120,194.4817,31.0,Ethanol
121,195.1538,31.0,Ethanol
122,195.7753,31.0,Ethanol
123,196.417,31.0,Ethanol
124,197.0638,31.0,Ethanol
125,197.6513,31.0,Ethanol
126,198.3369,31.0,Ethanol
127,199.1706,31.0,Ethanol
128,199.7659,31.0,Ethanol
