Temp,Crotyl Alcohol Concentration Relative to CO
176.8481,2237.850480116391
176.8945,2237.850480116391
176.8788,2237.850480116391
176.7941,2237.850480116391
176.7974,2237.850480116391
176.8505,2237.850480116391
176.9009,2237.850480116391
176.9665,2237.850480116391
176.9055,2237.850480116391
176.8099,2237.850480116391
176.8533,2237.850480116391
176.9335,2237.850480116391
176.881,2237.850480116391
176.8105,2237.850480116391
176.8207,2237.850480116391
176.7429,2237.850480116391
176.7739,2237.850480116391
176.8874,2237.850480116391
176.8942,2237.850480116391
176.8326,2237.850480116391
176.8189,2237.850480116391
176.8509,2237.850480116391
176.8443,2237.850480116391
176.9281,2237.850480116391
176.9268,2237.850480116391
176.8664,2237.850480116391
176.914,2237.850480116391
176.883,2237.850480116391
176.9234,2237.850480116391
176.8343,2237.850480116391
176.8869,2237.850480116391
176.8666,2237.850480116391
176.8004,2237.850480116391
176.889,2237.850480116391
177.0114,2237.850480116391
176.8458,2237.850480116391
176.9231,2237.850480116391
176.9848,2237.850480116391
177.0193,2237.850480116391
177.032,2237.850480116391
176.9611,2237.850480116391
176.8494,2237.850480116391
176.9185,2237.850480116391
176.8734,2237.850480116391
176.9646,2237.850480116391
176.9394,2237.850480116391
176.8496,2237.850480116391
176.9133,2237.850480116391
176.7969,2237.850480116391
176.792,2237.850480116391
176.7845,2237.850480116391
176.8007,2237.850480116391
176.9141,2237.850480116391
176.8142,2237.850480116391
176.7997,2237.850480116391
176.7839,2237.850480116391
176.8388,2237.850480116391
176.9101,2237.850480116391
177.0272,2237.850480116391
177.0201,2237.850480116391
176.969,2237.850480116391
177.0026,2237.850480116391
176.9059,2237.850480116391
176.8848,2237.850480116391
176.8855,2237.850480116391
176.9602,2237.850480116391
177.023,2237.850480116391
176.9497,2237.850480116391
176.8147,2237.850480116391
176.8542,2237.850480116391
176.9009,2237.850480116391
176.9337,2237.850480116391
176.8691,2237.850480116391
176.9353,2237.850480116391
176.9734,2237.850480116391
176.9555,2237.850480116391
176.8202,2237.850480116391
176.9251,2237.850480116391
176.8746,2237.850480116391
177.0054,2237.850480116391
177.0023,2237.850480116391
177.0163,2237.850480116391
177.1247,2237.850480116389
177.248,2237.850480116389
177.2921,2237.850480116389
177.5623,2237.850480116389
177.7207,2237.850480116389
177.9972,2237.850480116389
178.29,2237.8504801163886
178.6543,2237.8504801163886
179.0592,2237.8504801163867
179.3064,2237.8504801163867
179.7101,2237.8504801163886
180.1774,2237.850480116388
180.5681,2237.850480116388
180.8962,2237.850480116389
181.384,2237.8504801163886
181.8506,2237.8504801163886
182.297,2237.8504801163886
182.8438,2237.8504801163876
183.2631,2237.8504801163886
183.6243,2237.8504801163876
184.0933,2237.8504801163876
184.5898,2237.8504801163867
185.0357,2237.850480116388
185.4777,2237.8504801163886
185.9069,2237.850480116389
186.4914,2237.8504801163876
187.0203,2237.850480116388
187.6229,2237.8504801163876
188.1595,2237.8504801163886
188.6697,2237.850480116388
189.3571,2237.8504801163867
189.9038,2237.8504801163886
190.5653,2237.8504801163876
191.2235,2237.850480116387
191.9041,2237.850480116388
192.46,2237.8504801163886
193.0445,2237.8504801163876
193.7611,2237.850480116389
194.4817,2237.850480116388
195.1538,2237.850480116389
195.7753,2237.850480116388
196.417,2237.850480116389
197.0638,2237.8504801163886
197.6513,2237.850480116388
198.3369,2237.8504801163876
199.1706,2237.8504801163886
199.7659,2237.850480116388
