Time	Crotyl Alcohol Concentration Relative to CO	(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO	Ethanol Concentration Relative to CO	H2O Concentration Relative to CO	Acetaldehyde Concentration Relative to CO	Ethylene (Ethene) Concentration Relative to CO	CO Concentration Relative to CO	CO2 Concentration Relative to CO	H2 Concentration Relative to CO
176.8481	0.0326187061364967	0.18772412491454	0.1101926283202718	0.2312209482035082	0.9123169985820464	0.2704917026714548	3.9281537861727984	1.259567553344846	0.7063123520172109
176.8945	0.032529476523047	0.187974125778053	0.1102959648765719	0.2313875122056618	0.9232303290960978	0.2704645905316773	3.9277632685585067	1.2586533066349912	0.7063319875717983
176.8788	0.0325596684396669	0.1878895349686316	0.1102609997055825	0.2313311532652781	0.919537672004062	0.2704737642513866	3.9278954049064456	1.258962653043284	0.7063253436449228
176.7941	0.0327225509452528	0.1874331756337274	0.1100723659487156	0.2310271021665189	0.899616139794146	0.2705232555927471	3.928608267879087	1.260631547360623	0.7062895002941997
176.7974	0.0327162048736066	0.187450955867555	0.1100797153158663	0.2310389483132239	0.9003923033867469	0.2705213273586681	3.928580493997035	1.2605665255041034	0.7062908967883839
176.8505	0.0326140908116631	0.1877370559936873	0.1101979733145632	0.23122956358293	0.9128814811948476	0.2704903003193977	3.928133586985853	1.2595202647219221	0.7063133676493447
176.9009	0.0325171689901574	0.1880086086557791	0.1103102181946823	0.2314104865507865	0.9247356160635548	0.2704608509261909	3.9277094040599834	1.2585272036405297	0.7063346959241552
176.9665	0.0323910167780389	0.1883620581524697	0.1104563147053135	0.2316459735883141	0.940164807479962	0.2704225199699541	3.927157292950124	1.257234647947291	0.7063624565358131
176.9055	0.032508322950893	0.1880333932241444	0.1103204627670741	0.2314269993613448	0.9258175410714126	0.2704581630847467	3.92767068895167	1.2584365671132576	0.7063366425524117
176.8099	0.0326921667234316	0.1875183052381134	0.1101075538278006	0.2310838200810454	0.903332316995054	0.2705140234417024	3.9284752898983575	1.2603202305930425	0.7062961865390808
176.8533	0.0326087062660239	0.1877521422526923	0.1102042091412364	0.2312396148589219	0.9135400442431038	0.2704886642419967	3.9281100212677487	1.2594650946618444	0.7063145525535008
176.9335	0.0324544774945009	0.1881842558141956	0.1103828210338069	0.2315275121212652	0.9324031715540256	0.2704418023107439	3.9274350317706337	1.2578848665124867	0.706348491593973
176.881	0.0325554377252361	0.1879013884578499	0.1102658992836829	0.2313390506964145	0.9200551143991168	0.2704724787620013	3.9278768889850806	1.2589193051389393	0.7063262746410455
176.8105	0.0326910128922232	0.1875215380079001	0.1101088900763734	0.2310859739259009	0.9034734376482456	0.2705136728536887	3.9284702401016216	1.2603084084373148	0.7062964404471143
176.8207	0.0326713977616804	0.1875764950942758	0.1101316063021118	0.2311225892884433	0.9058724887526332	0.2705077128574437	3.9283843935570992	1.2601074317898873	0.7063007568836831
176.7429	0.0328210112083697	0.1871573126119199	0.1099583394038328	0.2308433074055217	0.8875738440545016	0.27055317243664	3.929039183867273	1.2616403713163276	0.7062678334753447
176.7739	0.0327613965959356	0.187324339050905	0.1100273789134298	0.2309545893897193	0.8948650778031171	0.2705350587225646	3.928778277702549	1.261029559936897	0.7062809520570734
176.8874	0.0325431301923464	0.187935871335576	0.1102801526017933	0.2313620250415392	0.9215604013665842	0.2704687391565136	3.927823024486555	1.2587932021444719	0.7063289829934024
176.8942	0.0325300534386512	0.1879725093931598	0.1102952967522855	0.2313864352832342	0.9231597687694963	0.2704647658256848	3.927765793456875	1.2586592177128608	0.7063318606177815
176.8326	0.0326485134427137	0.1876406116950477	0.1101581085654733	0.2311653072114095	0.9086713817077468	0.2705007595284927	3.9282842392551585	1.2598729590345605	0.7063057927263466
176.8189	0.0326748592553055	0.1875667967849155	0.1101275975563933	0.2311161277538771	0.90544912679304	0.2705087646214868	3.928399542947309	1.2601428982570813	0.7062999951595827
176.8509	0.0326133215908575	0.187739211173545	0.110198864146945	0.2312309994795003	0.9129755616303122	0.2704900665940544	3.928130220454694	1.2595123832847677	0.7063135369213671
176.8443	0.0326260137341499	0.1877036507058903	0.1101841654126438	0.2312073071860904	0.9114232344451256	0.2704939230622121	3.9281857682187975	1.2596424269978064	0.7063107439329991
176.9281	0.0324648619753766	0.1881551608861142	0.1103707947966513	0.2315081275175662	0.931133085675233	0.2704449576028732	3.927480479941261	1.2579912659140662	0.7063462064216719
176.9268	0.0324673619429948	0.1881481565515761	0.1103678995914101	0.2315034608537128	0.9308273242599684	0.2704457172102377	3.9274914211675247	1.2580168805848149	0.7063456562875994
176.8664	0.0325835142846405	0.1878227243930376	0.1102333839017436	0.2312866404715989	0.9166211785046202	0.2704810097370163	3.9279997673723326	1.2592069775950507	0.7063200962122314
176.914	0.032491977008774	0.1880791907961241	0.1103393929551894	0.2314575121634635	0.9278167503250632	0.2704531964212104	3.9275991501645686	1.258269086573738	0.7063402395828856
176.883	0.032551591621208	0.1879121643571393	0.1102703534455924	0.231346230179266	0.9205255165764552	0.2704713101352858	3.9278600563292905	1.2588798979531672	0.7063271210011569
176.9234	0.0324739003198424	0.1881298375227842	0.110360327516164	0.2314912557328653	0.9300276405585124	0.2704477038756517	3.927520036682363	1.25808387280062	0.7063442174754098
176.8343	0.0326452442542899	0.1876497712094436	0.1101618946030963	0.2311714097718332	0.9090712235584754	0.2704997661957856	3.9282699314977387	1.2598394629266576	0.7063065121324414
176.8869	0.0325440917183534	0.1879331773607535	0.1102790390613159	0.2313602301708263	0.9214428008222482	0.2704690313131923	3.9278272326505017	1.2588030539409139	0.7063287714033745
