Mass,2buten1ol(crotyl alcohol),2butenalE(crotonaldehyde),2buteneE,13butadiene,acetaldehyde,acetone,diethylether,ethanol
57.0,100.0,0.0,2.1002100210021,0.0,0.0,0.47004700470047006,0.3000300030003,0.0
58.0,3.2403240324032403,0.0,0.10001000100010002,0.0,0.0,24.842484248424842,0.20002000200020004,0.0
59.0,0.34003400340034007,0.0,0.0,0.0,0.0,0.9300930093009301,67.0967096709671,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19021902190219,0.0
61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10001000100010002,0.0
66.0,0.0,1.0001000100010002,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,1.0001000100010002,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.32003200320032005,5.000500050005001,0.0,0.0,0.0,0.0,0.0,0.0
69.0,1.8101810181018103,65.00650065006501,0.0,0.0,0.0,0.0,0.0,0.0
70.0,1.3801380138013801,82.00820082008201,0.0,0.0,0.0,0.0,0.0,0.0
71.0,6.960696069606961,8.000800080008002,0.0,0.0,0.0,0.0,0.0,0.0
72.0,25.592559255925593,1.0001000100010002,0.0,0.0,0.0,0.0,0.10001000100010002,0.0
73.0,1.1001100110011002,0.0,0.0,0.0,0.0,0.0,4.690469046904691,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0,43.994399439944,0.0
75.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0902090209020905,0.0
