0,176.8481,28.0, 44.0, 2.0
1,176.8945,28.0, 44.0, 2.0
2,176.8788,28.0, 44.0, 2.0
3,176.7941,28.0, 44.0, 2.0
4,176.7974,28.0, 44.0, 2.0
5,176.8505,28.0, 44.0, 2.0
6,176.9009,28.0, 44.0, 2.0
7,176.9665,28.0, 44.0, 2.0
8,176.9055,28.0, 44.0, 2.0
9,176.8099,28.0, 44.0, 2.0
10,176.8533,28.0, 44.0, 2.0
11,176.9335,28.0, 44.0, 2.0
12,176.881,28.0, 44.0, 2.0
13,176.8105,28.0, 44.0, 2.0
14,176.8207,28.0, 44.0, 2.0
15,176.7429,28.0, 44.0, 2.0
16,176.7739,28.0, 44.0, 2.0
17,176.8874,28.0, 44.0, 2.0
18,176.8942,28.0, 44.0, 2.0
19,176.8326,28.0, 44.0, 2.0
20,176.8189,28.0, 44.0, 2.0
21,176.8509,28.0, 44.0, 2.0
22,176.8443,28.0, 44.0, 2.0
23,176.9281,28.0, 44.0, 2.0
24,176.9268,28.0, 44.0, 2.0
25,176.8664,28.0, 44.0, 2.0
26,176.914,28.0, 44.0, 2.0
27,176.883,28.0, 44.0, 2.0
28,176.9234,28.0, 44.0, 2.0
29,176.8343,28.0, 44.0, 2.0
30,176.8869,28.0, 44.0, 2.0
31,176.8666,28.0, 44.0, 2.0
32,176.8004,28.0, 44.0, 2.0
33,176.889,28.0, 44.0, 2.0
34,177.0114,28.0, 44.0, 2.0
35,176.8458,28.0, 44.0, 2.0
36,176.9231,28.0, 44.0, 2.0
37,176.9848,28.0, 44.0, 2.0
38,177.0193,28.0, 44.0, 2.0
39,177.032,28.0, 44.0, 2.0
40,176.9611,28.0, 44.0, 2.0
41,176.8494,28.0, 44.0, 2.0
42,176.9185,28.0, 44.0, 2.0
43,176.8734,28.0, 44.0, 2.0
44,176.9646,28.0, 44.0, 2.0
45,176.9394,28.0, 44.0, 2.0
46,176.8496,28.0, 44.0, 2.0
47,176.9133,28.0, 44.0, 2.0
48,176.7969,28.0, 44.0, 2.0
49,176.792,28.0, 44.0, 2.0
50,176.7845,28.0, 44.0, 2.0
51,176.8007,28.0, 44.0, 2.0
52,176.9141,28.0, 44.0, 2.0
53,176.8142,28.0, 44.0, 2.0
54,176.7997,28.0, 44.0, 2.0
55,176.7839,28.0, 44.0, 2.0
56,176.8388,28.0, 44.0, 2.0
57,176.9101,28.0, 44.0, 2.0
58,177.0272,28.0, 44.0, 2.0
59,177.0201,28.0, 44.0, 2.0
60,176.969,28.0, 44.0, 2.0
61,177.0026,28.0, 44.0, 2.0
62,176.9059,28.0, 44.0, 2.0
63,176.8848,28.0, 44.0, 2.0
64,176.8855,28.0, 44.0, 2.0
65,176.9602,28.0, 44.0, 2.0
66,177.023,28.0, 44.0, 2.0
67,176.9497,28.0, 44.0, 2.0
68,176.8147,28.0, 44.0, 2.0
69,176.8542,28.0, 44.0, 2.0
70,176.9009,28.0, 44.0, 2.0
71,176.9337,28.0, 44.0, 2.0
72,176.8691,28.0, 44.0, 2.0
73,176.9353,28.0, 44.0, 2.0
74,176.9734,28.0, 44.0, 2.0
75,176.9555,28.0, 44.0, 2.0
76,176.8202,28.0, 44.0, 2.0
77,176.9251,28.0, 44.0, 2.0
78,176.8746,28.0, 44.0, 2.0
79,177.0054,28.0, 44.0, 2.0
80,177.0023,28.0, 44.0, 2.0
81,177.0163,28.0, 44.0, 2.0
82,177.1247,28.0, 44.0, 2.0
83,177.248,28.0, 44.0, 2.0
84,177.2921,28.0, 44.0, 2.0
85,177.5623,28.0, 44.0, 2.0
86,177.7207,28.0, 44.0, 2.0
87,177.9972,28.0, 44.0, 2.0
88,178.29,28.0, 44.0, 2.0
89,178.6543,28.0, 44.0, 2.0
90,179.0592,28.0, 44.0, 2.0
91,179.3064,28.0, 44.0, 2.0
92,179.7101,28.0, 44.0, 2.0
93,180.1774,28.0, 44.0, 2.0
94,180.5681,28.0, 44.0, 2.0
95,180.8962,28.0, 44.0, 2.0
96,181.384,28.0, 44.0, 2.0
97,181.8506,28.0, 44.0, 2.0
98,182.297,28.0, 44.0, 2.0
99,182.8438,28.0, 44.0, 2.0
100,183.2631,28.0, 44.0, 2.0
101,183.6243,28.0, 44.0, 2.0
102,184.0933,28.0, 44.0, 2.0
103,184.5898,28.0, 44.0, 2.0
104,185.0357,28.0, 44.0, 2.0
105,185.4777,28.0, 44.0, 2.0
106,185.9069,28.0, 44.0, 2.0
107,186.4914,28.0, 44.0, 2.0
108,187.0203,28.0, 44.0, 2.0
109,187.6229,28.0, 44.0, 2.0
110,188.1595,28.0, 44.0, 2.0
111,188.6697,28.0, 44.0, 2.0
112,189.3571,28.0, 44.0, 2.0
113,189.9038,28.0, 44.0, 2.0
114,190.5653,28.0, 44.0, 2.0
115,191.2235,28.0, 44.0, 2.0
116,191.9041,28.0, 44.0, 2.0
117,192.46,28.0, 44.0, 2.0
118,193.0445,28.0, 44.0, 2.0
119,193.7611,28.0, 44.0, 2.0
120,194.4817,28.0, 44.0, 2.0
121,195.1538,28.0, 44.0, 2.0
122,195.7753,28.0, 44.0, 2.0
123,196.417,28.0, 44.0, 2.0
124,197.0638,28.0, 44.0, 2.0
125,197.6513,28.0, 44.0, 2.0
126,198.3369,28.0, 44.0, 2.0
127,199.1706,28.0, 44.0, 2.0
128,199.7659,28.0, 44.0, 2.0
